name,institution,homepage,scholarid,region,countryabbrv,Gender
Soumya Kanti Ghosh 0001,IIT Kharagpur,http://www.facweb.iitkgp.ac.in/~skg,wTtdGd4AAAAJ,asia,in,unknown
Soumyajit Dey,IIT Kharagpur,http://cse.iitkgp.ac.in/~soumya,XJI3nYIAAAAJ,asia,in,unknown
Sourangshu Bhattacharya,IIT Kharagpur,http://cse.iitkgp.ac.in/~sourangshu,IixRsP0AAAAJ,asia,in,unknown
Sudebkumar Prasant Pal,IIT Kharagpur,http://www.facweb.iitkgp.ac.in/~spp,NOSCHOLARPAGE,asia,in,unknown
Sudeshna Kolay,IIT Kharagpur,https://cse.iitkgp.ac.in/~skolay,TIz3qpUAAAAJ,asia,in,female
Sudeshna Sarkar,IIT Kharagpur,http://www.facweb.iitkgp.ac.in/~sudeshna,AwP_bbsAAAAJ,asia,in,female
Sudip Mishra,IIT Kharagpur,http://cse.iitkgp.ac.in/~smisra,h33l-A8AAAAJ,asia,in,unknown
Sujoy Ghose,IIT Kharagpur,http://www.myopencourses.com/profile/prof-sujoy-ghosh,swQD_vgAAAAJ,asia,in,unknown
Swagato Sanyal,IIT Kharagpur,https://cse.iitkgp.ac.in/~swagato,NOSCHOLARPAGE,asia,in,unknown
Abhijit S. Pandya,Florida Atlantic University,http://pire.fiu.edu/faculty/Dr_Pandya.php,NOSCHOLARPAGE,america,us,unknown
Ali Zilouchian,Florida Atlantic University,http://www.eng.fau.edu/directory/faculty/zilouchian,NOSCHOLARPAGE,america,us,male
Ankur Agarwal,Florida Atlantic University,http://www.eng.fau.edu/directory/faculty/agarwal,lHvOG4EAAAAJ,america,us,unknown
Bassem Alhalabi,Florida Atlantic University,http://www.eng.fau.edu/directory/faculty/alhalabi,O72412cAAAAJ,america,us,male
Behnaz Ghoraani,Florida Atlantic University,http://www.eng.fau.edu/directory/faculty/ghoraani,ssLvFH8AAAAJ,america,us,unknown
Borko Furht,Florida Atlantic University,http://www.cse.fau.edu/~borko,z1BEGM8AAAAJ,america,us,male
Daniel Raviv,Florida Atlantic University,http://www.eng.fau.edu/directory/faculty/raviv,NOSCHOLARPAGE,america,us,male
Dolores DeGroff,Florida Atlantic University,http://www.eng.fau.edu/directory/faculty/degroff,NOSCHOLARPAGE,america,us,female
Dolores F. De Groff,Florida Atlantic University,http://www.eng.fau.edu/directory/faculty/degroff,NOSCHOLARPAGE,america,us,female
Eduardo Fernández,Florida Atlantic University,http://faculty.eng.fau.edu/fernande,OAfHG7QAAAAJ,america,us,male
Elias Bou-Harb,Florida Atlantic University,http://faculty.eng.fau.edu/ebouharb,NOSCHOLARPAGE,america,us,male
Feng-Hao Liu,Florida Atlantic University,http://www.eng.fau.edu/directory/faculty/liu/index.php,vvWcl-wAAAAJ,america,us,unknown
Hanqi Zhuang,Florida Atlantic University,http://www.eng.fau.edu/directory/faculty/zhuang,GaLP1jkAAAAJ,america,us,unknown
Hari Kalva,Florida Atlantic University,http://www.eng.fau.edu/directory/faculty/kalva,FO1NbXUAAAAJ,america,us,male
Imadeldin Mahgoub,Florida Atlantic University,http://www.eng.fau.edu/directory/faculty/mahgoub,NOSCHOLARPAGE,america,us,unknown
Ionut Cardei,Florida Atlantic University,http://www.cse.fau.edu/~icardei/index.html,6MZuZB4AAAAJ,america,us,male
Jason O. Hallstrom,Florida Atlantic University,http://www.eng.fau.edu/directory/faculty/hallstrom,NOSCHOLARPAGE,america,us,male
KwangSoo Yang,Florida Atlantic University,http://faculty.eng.fau.edu/yangk/home/index.html,ou-o00sAAAAJ,america,us,male
Mehrdad Nojoumian,Florida Atlantic University,http://faculty.eng.fau.edu/nojoumian,NOSCHOLARPAGE,america,us,male
Mihaela Cardei,Florida Atlantic University,http://www.cse.fau.edu/~mihaela,TJ_YumoAAAAJ,america,us,female
Mohammad Ilyas,Florida Atlantic University,http://www.eng.fau.edu/directory/faculty/ilyas,NOSCHOLARPAGE,america,us,male
Oge Marques,Florida Atlantic University,http://faculty.eng.fau.edu/omarques,ZgWULzYAAAAJ,america,us,unknown
Ravi Shankar,Florida Atlantic University,http://www.eng.fau.edu/directory/faculty/shankar,4nMakAEAAAAJ,america,us,mostly_male
Reza Azarderakhsh,Florida Atlantic University,http://www.eng.fau.edu/directory/faculty/azarderakhsh/index.php,zsnXFgwAAAAJ,america,us,mostly_male
Shihong Huang,Florida Atlantic University,http://faculty.eng.fau.edu/shihong,c2XTHWgAAAAJ,america,us,unknown
Taghi M. Khoshgoftaar,Florida Atlantic University,http://www.cse.fau.edu/~taghi,-PgNSCAAAAAJ,america,us,male
William Rhodes,Florida Atlantic University,http://www.fau.edu/ufsgov/standing-committees.php,NOSCHOLARPAGE,america,us,male
Xingquan Zhu,Florida Atlantic University,http://www.cse.fau.edu/~xqzhu,YhKZXtcAAAAJ,america,us,unknown
Yufei Tang,Florida Atlantic University,http://faculty.eng.fau.edu/tangy,tkzHKDoAAAAJ,america,us,unknown
Abhik Roychoudhury,National University of Singapore,https://www.comp.nus.edu.sg/~abhik,UxFWSJIAAAAJ,asia,sg,unknown
Ambuj Varshney,National University of Singapore,http://ambuj.se,Gjj5a2wAAAAJ,asia,sg,unknown
Anand Bhojan,National University of Singapore,http://www.comp.nus.edu.sg/~bhojan,FDxsgEgAAAAJ,asia,sg,male
Angela Yao,National University of Singapore,https://www.comp.nus.edu.sg/~ayao,-LJCZMMAAAAJ,asia,sg,female
Anthony K. H. Tung,National University of Singapore,http://www.comp.nus.edu.sg/~atung,HPYVJacAAAAJ,asia,sg,male
Anthony Kum Hoe Tung,National University of Singapore,http://www.comp.nus.edu.sg/~atung,HPYVJacAAAAJ,asia,sg,male
Aquinas Hobor,National University of Singapore,https://www.comp.nus.edu.sg/~hobor,NOSCHOLARPAGE,asia,sg,unknown
Arnab Bhattacharyya 0001,National University of Singapore,https://www.comp.nus.edu.sg/~arnab,eECXWqUAAAAJ,asia,sg,unknown
Ben Leong,National University of Singapore,https://www.comp.nus.edu.sg/~bleong,kLMAXGgAAAAJ,asia,sg,male
Beng Chin Ooi,National University of Singapore,http://www.comp.nus.edu.sg/~ooibc,9560QjYAAAAJ,asia,sg,unknown
Bhojan Anand,National University of Singapore,http://www.comp.nus.edu.sg/~bhojan,FDxsgEgAAAAJ,asia,sg,unknown
Bingsheng He,National University of Singapore,http://www.comp.nus.edu.sg/~hebs,RogYLKYAAAAJ,asia,sg,unknown
Brian Y. Lim,National University of Singapore,http://www.brianlim.net,_bza0AoAAAAJ,asia,sg,male
Bruno Bodin,National University of Singapore,https://www.comp.nus.edu.sg/~bruno,yySZFKoAAAAJ,asia,sg,male
Bryan Hooi,National University of Singapore,https://www.comp.nus.edu.sg/~bhooi,ErEL3bgAAAAJ,asia,sg,male
Bryan Kian Hsiang Low,National University of Singapore,http://www.comp.nus.edu.sg/~lowkh/research.html,2P-Q09UAAAAJ,asia,sg,male
Chee Yong Chan,National University of Singapore,https://www.comp.nus.edu.sg/~chancy,mcz6T78AAAAJ,asia,sg,andy
Chee-Yong Chan,National University of Singapore,https://www.comp.nus.edu.sg/~chancy,mcz6T78AAAAJ,asia,sg,unknown
Colin Keng-Yan Tan,National University of Singapore,https://www.comp.nus.edu.sg/~ctank/pubs.htm,NOSCHOLARPAGE,asia,sg,male
Damith C. Rajapakse,National University of Singapore,https://www.comp.nus.edu.sg/~damithch,uxSljw0AAAAJ,asia,sg,unknown
David Hsu,National University of Singapore,http://www.comp.nus.edu.sg/~dyhsu,LhnU_joAAAAJ,asia,sg,male
Diptarka Chakraborty,National University of Singapore,https://sites.google.com/view/diptarka,luSyn1AAAAAJ,asia,sg,unknown
Divesh Aggarwal,National University of Singapore,https://sites.google.com/site/diveshhomepage,H6sfzfwAAAAJ,asia,sg,unknown
Djordje Jevdjic,National University of Singapore,https://www.comp.nus.edu.sg/~jevdjic,CPdp6OoAAAAJ,asia,sg,unknown
Ee-Chien Chang,National University of Singapore,https://www.comp.nus.edu.sg/~changec,qZavFBcAAAAJ,asia,sg,unknown
Frank Stephan,National University of Singapore,https://www.comp.nus.edu.sg/~fstephan,m32l0cMAAAAJ,asia,sg,male
Gary S. H. Tan,National University of Singapore,http://www.comp.nus.edu.sg/~gtan,3XI4ptoAAAAJ,asia,sg,male
Gary Tan,National University of Singapore,http://www.comp.nus.edu.sg/~gtan,3XI4ptoAAAAJ,asia,sg,male
Gim Hee Lee,National University of Singapore,https://sites.google.com/site/gimheelee,7hNKrPsAAAAJ,asia,sg,unknown
Haifeng Yu,National University of Singapore,https://www.comp.nus.edu.sg/~yuhf,IDxePZ0AAAAJ,asia,sg,unknown
Harold Soh,National University of Singapore,https://haroldsoh.com,lkgd1BsAAAAJ,asia,sg,male
Hon Wai Leong,National University of Singapore,https://www.comp.nus.edu.sg/~leonghw,FR0F_OsAAAAJ,asia,sg,unknown
Hon-Wai Leong,National University of Singapore,https://www.comp.nus.edu.sg/~leonghw,FR0F_OsAAAAJ,asia,sg,unknown
Hugh Anderson,National University of Singapore,https://www.comp.nus.edu.sg/~hugh,tReFhKEAAAAJ,asia,sg,male
Hwee Tou Ng,National University of Singapore,https://www.comp.nus.edu.sg/~nght,FABZCeAAAAAJ ,asia,sg,unknown
Ilya Sergey,National University of Singapore,https://www.yale-nus.edu.sg/about/faculty/ilya-sergey,oCIeffUAAAAJ,asia,sg,male
Jialin Li,National University of Singapore,https://homes.cs.washington.edu/~lijl,NOSCHOLARPAGE,asia,sg,unknown
Jin Song Dong,National University of Singapore,https://www.comp.nus.edu.sg/~dongjs,tuLa1AsAAAAJ,asia,sg,female
Jonathan Scarlett,National University of Singapore,https://www.comp.nus.edu.sg/~scarlett,a4D08aQAAAAJ,asia,sg,male
Joxan Jaffar,National University of Singapore,https://www.comp.nus.edu.sg/~joxan,TElUKBYAAAAJ,asia,sg,unknown
Ken Wing-Kin Sung,National University of Singapore,https://www.comp.nus.edu.sg/~ksung,KaCbE9MAAAAJ,asia,sg,male
Kian Hsiang Low,National University of Singapore,http://www.comp.nus.edu.sg/~lowkh/research.html,2P-Q09UAAAAJ,asia,sg,male
Kian-Lee Tan,National University of Singapore,https://www.comp.nus.edu.sg/~tankl,NOSCHOLARPAGE,asia,sg,unknown
Kuldeep S. Meel,National University of Singapore,https://www.comp.nus.edu.sg/~meel,bvW5Hs8AAAAJ,asia,sg,mostly_male
Kuldeep Singh Meel,National University of Singapore,https://www.comp.nus.edu.sg/~meel,bvW5Hs8AAAAJ,asia,sg,mostly_male
Li-Shiuan Peh,National University of Singapore,http://people.csail.mit.edu/peh,H-l2HbsAAAAJ,asia,sg,unknown
Limsoon Wong,National University of Singapore,https://www.comp.nus.edu.sg/~wongls,Inqu8SkAAAAJ,asia,sg,unknown
Manuel Rigger,National University of Singapore,https://www.comp.nus.edu.sg/~rigger,yRsLClYAAAAJ,asia,sg,male
Martin Henz,National University of Singapore,https://www.comp.nus.edu.sg/~henz,zle1cCkAAAAJ,asia,sg,male
Michael Scott Brown,National University of Singapore,https://www.comp.nus.edu.sg/~brown,NOSCHOLARPAGE,asia,sg,male
Min-Yen Kan,National University of Singapore,https://www.comp.nus.edu.sg/~kanmy,aNVcd3EAAAAJ,asia,sg,unknown
Mohan S. Kankanhalli,National University of Singapore,http://www.comp.nus.edu.sg/~mohan,6Lx_eowAAAAJ,asia,sg,male
Mong-Li Lee,National University of Singapore,https://www.comp.nus.edu.sg/~leeml,_xFTK8wAAAAJ,asia,sg,unknown
Mun Choon Chan,National University of Singapore,https://www.comp.nus.edu.sg/~chanmc,QVeujWMAAAAJ,asia,sg,andy
Olivier Danvy,National University of Singapore,https://www.yale-nus.edu.sg/faculty/olivier-danvy,OZJGoVoAAAAJ,asia,sg,male
Prateek Saxena,National University of Singapore,https://www.comp.nus.edu.sg/~prateeks,7YoDkzsAAAAJ,asia,sg,unknown
Rahul Jain 0001,National University of Singapore,https://www.comp.nus.edu.sg/~rahul,sq1To-IAAAAJ,asia,sg,male
Reza Shokri,National University of Singapore,https://www.comp.nus.edu.sg/~reza,udlZXXcAAAAJ,asia,sg,mostly_male
Richard T. B. Ma,National University of Singapore,https://www.comp.nus.edu.sg/~tbma,gdyYJz4AAAAJ,asia,sg,male
Roger Zimmermann,National University of Singapore,https://www.comp.nus.edu.sg/~rogerz/roger.html,IDREwXEAAAAJ,asia,sg,male
Roland H. C. Yap,National University of Singapore,https://www.comp.nus.edu.sg/~ryap,NOSCHOLARPAGE,asia,sg,male
Sanjay Jain 0001,National University of Singapore,https://www.comp.nus.edu.sg/~sanjay,PYOH-4kAAAAJ,asia,sg,male
See-Kiong Ng,National University of Singapore,http://datam.i2r.a-star.edu.sg/~skng,_wsommYAAAAJ,asia,sg,unknown
Seth Gilbert,National University of Singapore,http://www.comp.nus.edu.sg/~gilbert,bKN3mSsAAAAJ,asia,sg,male
Seth Lewis Gilbert,National University of Singapore,http://www.comp.nus.edu.sg/~gilbert,bKN3mSsAAAAJ,asia,sg,male
Shengdong Zhao,National University of Singapore,http://www.shengdongzhao.com,VfdLjCcAAAAJ,asia,sg,unknown
Siau-Cheng Khoo,National University of Singapore,http://msba.nus.edu/our-schools/7-faculty,jjcAIkQAAAAJ,asia,sg,unknown
Stéphane Bressan,National University of Singapore,https://www.comp.nus.edu.sg/~steph,NOSCHOLARPAGE,asia,sg,mostly_male
Sun-Teck Tan,National University of Singapore,http://www.comp.nus.edu.sg/about/depts/cs/faculty,NOSCHOLARPAGE,asia,sg,unknown
Tat-Seng Chua,National University of Singapore,http://www.comp.nus.edu.sg/~chuats,Z9DWCBEAAAAJ,asia,sg,unknown
Teck Khim Ng,National University of Singapore,https://www.comp.nus.edu.sg/~ngtk,NOSCHOLARPAGE,asia,sg,unknown
Terence Sim,National University of Singapore,https://www.comp.nus.edu.sg/~tsim,AdEsZwsAAAAJ,asia,sg,male
Tiow Seng Tan,National University of Singapore,http://www.comp.nus.edu.sg/~tants,lQJFHbIAAAAJ,asia,sg,unknown
Tok Wang Ling,National University of Singapore,http://www.comp.nus.edu.sg/~lingtw,UftrQocAAAAJ,asia,sg,unknown
Trevor E. Carlson,National University of Singapore,https://www.comp.nus.edu.sg/~tcarlson,bUK5DP4AAAAJ,asia,sg,male
Trevor Erik Carlson,National University of Singapore,https://www.comp.nus.edu.sg/~tcarlson,bUK5DP4AAAAJ,asia,sg,male
Tsuhan Chen,National University of Singapore,http://www.nus.edu.sg/about/management/chen-tsuhan,syCMBRIAAAAJ,asia,sg,unknown
Tulika Mitra,National University of Singapore,http://www.comp.nus.edu.sg/~tulika,ajeWJ4UAAAAJ,asia,sg,unknown
Tze-Yun Leong,National University of Singapore,https://www.comp.nus.edu.sg/~leongty,GJXdZuwAAAAJ,asia,sg,unknown
Umang Mathur 0001,National University of Singapore,https://www.comp.nus.edu.sg/~umathur,6rB8UjgAAAAJ,asia,sg,unknown
Warut Suksompong,National University of Singapore,https://www.comp.nus.edu.sg/~warut,Tb1prqkAAAAJ,asia,sg,unknown
Wee Kheng Leow,National University of Singapore,https://www.comp.nus.edu.sg/~leowwk,iCaxtDUAAAAJ,asia,sg,unknown
Wee Sun Lee,National University of Singapore,https://www.comp.nus.edu.sg/~leews,8PCrLgwAAAAJ,asia,sg,unknown
Wee-Keng Leow,National University of Singapore,https://www.comp.nus.edu.sg/~leowwk,iCaxtDUAAAAJ,asia,sg,unknown
Wei Tsang Ooi,National University of Singapore,http://www.comp.nus.edu.sg/~ooiwt,nFP2ldkAAAAJ,asia,sg,andy
Wei-Ngan Chin,National University of Singapore,https://www.comp.nus.edu.sg/~chinwn,DO2x-J0AAAAJ,asia,sg,unknown
Weng-Fai Wong,National University of Singapore,https://www.comp.nus.edu.sg/~wongwf,SL1cTsIAAAAJ,asia,sg,unknown
Wengfai Wong,National University of Singapore,https://www.comp.nus.edu.sg/~wongwf,SL1cTsIAAAAJ,asia,sg,unknown
Wing-Kin Sung,National University of Singapore,https://www.comp.nus.edu.sg/~ksung,KaCbE9MAAAAJ,asia,sg,unknown
Wynne Hsu,National University of Singapore,http://www.comp.nus.edu.sg/~whsu,ljyBjv8AAAAJ,asia,sg,female
Xiaokui Xiao,National University of Singapore,http://www.comp.nus.edu.sg/~xiaoxk,BpgsGX0AAAAJ,asia,sg,unknown
Y. C. Tay,National University of Singapore,http://www.math.nus.edu.sg/~mattyc,qAalyGsAAAAJ,asia,sg,unknown
Yong Chiang Tay,National University of Singapore,http://www.math.nus.edu.sg/~mattyc,qAalyGsAAAAJ,asia,sg,mostly_male
Yong Meng Teo,National University of Singapore,http://www.comp.nus.edu.sg/~teoym,NOSCHOLARPAGE,asia,sg,mostly_male
Zhenkai Liang,National University of Singapore,https://www.comp.nus.edu.sg/~liangzk,SXfOJjcAAAAJ,asia,sg,unknown
Abhinav Dhall,IIT Ropar,http://www.iitrpr.ac.in/cse/abhinavdhall,ypusncAAAAAJ,asia,in,unknown
Apurva Mudgal,IIT Ropar,http://www.iitrpr.ac.in/cse/apurva,NOSCHOLARPAGE,asia,in,unknown
Balwinder Sodhi,IIT Ropar,http://www.iitrpr.ac.in/sodhi,NOSCHOLARPAGE,asia,in,mostly_male
Deepti R. Bathula,IIT Ropar,http://www.iitrpr.ac.in/cse/bathula,msRMYTkAAAAJ,asia,in,female
Jung Hyun Jun,IIT Ropar,http://www.iitrpr.ac.in/cse/peterjun,cAnBAVUAAAAJ,asia,in,andy
Mukesh Kumar Saini,IIT Ropar,http://www.iitrpr.ac.in/cse/mukeshsaini,XpWL11EAAAAJ,asia,in,male
Mukesh Saini,IIT Ropar,http://www.iitrpr.ac.in/cse/mukeshsaini,XpWL11EAAAAJ,asia,in,male
Narayanan C. Krishnan,IIT Ropar,http://www.iitrpr.ac.in/cse/ckn,rqkXaRAAAAAJ,asia,in,unknown
Narayanan Chatapuram Krishnan,IIT Ropar,http://www.iitrpr.ac.in/cse/ckn,rqkXaRAAAAAJ,asia,in,unknown
Neeraj Goel,IIT Ropar,http://www.iitrpr.ac.in/cse/neerajgoel,6AERbuMAAAAJ,asia,in,mostly_male
Nitin Auluck,IIT Ropar,http://www.iitrpr.ac.in/cse/nitin,pFiwhAIAAAAJ,asia,in,unknown
Puneet Goyal,IIT Ropar,http://www.iitrpr.ac.in/cse/puneet,J_MIa1oAAAAJ,asia,in,unknown
S. R. S. Iyengar,IIT Ropar,http://sudarshaniyengar.com,NOSCHOLARPAGE,asia,in,unknown
Sudarshan Iyengar,IIT Ropar,http://sudarshaniyengar.com,NOSCHOLARPAGE,asia,in,male
Sujata Pal,IIT Ropar,http://www.iitrpr.ac.in/cse/sujata,9gcmeKwAAAAJ,asia,in,female
Abhinav Kumar Singh,University of Southampton,https://www.ecs.soton.ac.uk/people/aks1a19,tkp3t2gAAAAJ,europe,uk,unknown
Adam Prügel-Bennett,University of Southampton,https://www.ecs.soton.ac.uk/people/apb1,oQgxYjkAAAAJ,europe,uk,male
Adriane Chapman,University of Southampton,https://www.ecs.soton.ac.uk/people/ac1n16,sHXqNl4AAAAJ,europe,uk,female
Adriane P. Chapman,University of Southampton,https://www.ecs.soton.ac.uk/people/ac1n16,sHXqNl4AAAAJ,europe,uk,female
Alex S. Weddell,University of Southampton,https://www.ecs.soton.ac.uk/people/asw1v08,epnvd-AAAAAJ,europe,uk,male
Andrew M. Gravell,University of Southampton,https://www.ecs.soton.ac.uk/people/gravell#research,NOSCHOLARPAGE,europe,uk,male
Andrew Sogokon,University of Southampton,https://www.ecs.soton.ac.uk/people/as1g19#research,-WBF91wAAAAJ,europe,uk,male
Andy M. Gravell,University of Southampton,https://www.ecs.soton.ac.uk/people/gravell#research,NOSCHOLARPAGE,europe,uk,male
Bahar Rastegari,University of Southampton,https://www.ecs.soton.ac.uk/people/br1e18,C2wWMqsAAAAJ,europe,uk,female
Baharak Rastegari,University of Southampton,https://www.ecs.soton.ac.uk/people/br1e18,C2wWMqsAAAAJ,europe,uk,unknown
Basel Halak,University of Southampton,https://www.ecs.soton.ac.uk/people/bh1m10,2PifIaUAAAAJ,europe,uk,male
Bashir M. Al-Hashimi,University of Southampton,https://www.ecs.soton.ac.uk/people/bmah,lD6SIMIAAAAJ,europe,uk,male
Bing Chu,University of Southampton,https://www.ecs.soton.ac.uk/people/bc1d11,NOSCHOLARPAGE,europe,uk,andy
Chris T. Freeman,University of Southampton,https://www.ecs.soton.ac.uk/people/ctf1,2k5lAdkAAAAJ,europe,uk,mostly_male
Christine Evers,University of Southampton,https://www.ecs.soton.ac.uk/people/ce1r20,GBjOgg4AAAAJ,europe,uk,female
Christopher Freeman,University of Southampton,https://www.ecs.soton.ac.uk/people/ctf1,2k5lAdkAAAAJ,europe,uk,male
Christopher T. Freeman,University of Southampton,https://www.ecs.soton.ac.uk/people/ctf1,2k5lAdkAAAAJ,europe,uk,male
Christopher Thomas Freeman,University of Southampton,https://www.ecs.soton.ac.uk/people/ctf1,2k5lAdkAAAAJ,europe,uk,male
Corina Cîrstea,University of Southampton,https://www.ecs.soton.ac.uk/people/corina,ErZfebYAAAAJ,europe,uk,female
Danesh Tarapore,University of Southampton,https://www.ecs.soton.ac.uk/people/dst1m17,R-Gyat8AAAAJ,europe,uk,unknown
David E. Millard,University of Southampton,https://www.ecs.soton.ac.uk/people/dem,mzlPYbAAAAAJ,europe,uk,male
David Edward Millard,University of Southampton,https://www.ecs.soton.ac.uk/people/dem,mzlPYbAAAAAJ,europe,uk,male
Denis A. Nicole,University of Southampton,https://www.ecs.soton.ac.uk/people/dan1,NOSCHOLARPAGE,europe,uk,male
Enrico Gerding,University of Southampton,https://www.ecs.soton.ac.uk/people/eg,TIuriUgAAAAJ,europe,uk,male
Enrico H. Gerding,University of Southampton,https://www.ecs.soton.ac.uk/people/eg,TIuriUgAAAAJ,europe,uk,male
Enrico Marchioni,University of Southampton,https://www.ecs.soton.ac.uk/people/em1g17,6cPUHikAAAAJ,europe,uk,male
Eric Rogers,University of Southampton,https://www.ecs.soton.ac.uk/people/er,NOSCHOLARPAGE,europe,uk,male
Erisa Karafili,University of Southampton,https://www.ecs.soton.ac.uk/people/ek1c19,cmVbXGQAAAAJ,europe,uk,female
Gary B. Wills,University of Southampton,https://www.ecs.soton.ac.uk/people/gbw,cFiPgxcAAAAJ,europe,uk,male
Gary Brian Wills,University of Southampton,https://www.ecs.soton.ac.uk/people/gbw,cFiPgxcAAAAJ,europe,uk,male
Geoff V. Merrett,University of Southampton,https://www.ecs.soton.ac.uk/people/gm1r07,rKw0hb8AAAAJ,europe,uk,male
George Konstantinidis 0001,University of Southampton,https://www.ecs.soton.ac.uk/people/gk1e17,dg3_PMoAAAAJ,europe,uk,male
Hansung Kim,University of Southampton,https://www.ecs.soton.ac.uk/people/hk1f20#publications,frG8WZAAAAAJ,europe,uk,unknown
Heather S. Packer,University of Southampton,https://www.ecs.soton.ac.uk/people/hsp2m10,GxnvRXkAAAAJ,europe,uk,female
Hugh C. Davis,University of Southampton,https://www.ecs.soton.ac.uk/people/hcd,KoXxAXMAAAAJ,europe,uk,male
Jie Zhang 0008,University of Southampton,https://www.ecs.soton.ac.uk/people/jz5c16,LfPixcYAAAAJ,europe,uk,andy
Jize Yan,University of Southampton,https://www.ecs.soton.ac.uk/people/jy12g15,tITMbskAAAAJ,europe,uk,unknown
